120.24;2.4975;38338;0.124798;7498;863.492;121.855;0.0430919;0.174846;0.782063;0.470408;7667.86;0.890153;0;1.17712;1493.9;37908;976.873;47848.5;38.8054;219.695;0;63;25.0612;32.3;18.8;25.55;0;71.5; 
103.627;2.23857;35291;0.11488;6521.75;630.181;82.0395;0.0340226;0.151547;0.814431;0.452754;6331.48;0.885736;0;1.17134;1103.93;34853.5;910.668;39455;38.2725;210.658;0;63;25.1877;32.8;18.8;25.8;0;71.5; 
81.6548;1.9762;30849;0.10042;5643.7;459.344;68.0889;0.0331003;0.126802;0.840098;0.447269;5619.21;0.877368;0;1.18398;1243.53;30316.5;908.072;37042.5;33.3856;196.469;1;86;24.4762;34.1;20.1;27.1;0;56.9; 
151.088;2.98979;46332;0.15082;12246.4;1025.79;170.473;0.0380444;0.127255;0.834701;0.538649;14264.1;0.882272;0;1.15408;1350.21;46803.5;1123.21;58612.5;41.6693;244.115;0;54;25.9287;34.7;20.4;27.55;0;109.8; 
130.781;2.98762;43829;0.142673;9103.41;1145.97;163.721;0.0471678;0.188657;0.764176;0.487432;9817.47;0.891889;0;1.18851;1413.83;43462.5;1014.69;50403.5;42.8331;235.241;0;43;26.8893;34.8;22;28.4;0;88.3; 
119.081;2.395;35900;0.116862;7221.1;648.202;129.887;0.0487124;0.129592;0.821696;0.472043;7242.65;0.884523;0;1.16429;1101.64;35493.5;926.205;41468;38.3214;212.583;1;50;25.6272;34.5;22.5;28.5;0;76.7; 
121.042;2.40315;35819;0.116598;7150.64;648.026;132.426;0.0500912;0.13002;0.819889;0.470561;7153.36;0.884997;0;1.16423;1114.37;35396;925.183;41628;38.2584;212.291;1;50;25.6646;34.4;22.7;28.55;0;76.7; 
82.1594;1.98076;30409;0.0989876;5849.6;407.38;71.5673;0.0339259;0.106126;0.859948;0.456203;5733.77;0.876957;0;1.18478;1221.22;30046.5;923.457;36083;32.537;195.592;1;24;24.2406;35.7;21.2;28.45;0;64.6; 
96.0998;2.24962;33555;0.109229;6295.53;708.486;100.021;0.0422384;0.171301;0.78646;0.46013;6735.31;0.875596;0;1.17346;1587.92;33078.5;957.839;44234.5;34.5345;205.224;1;35;24.1141;32.8;18.9;25.85;0;71.7; 
76.4108;1.99941;29926;0.0974154;6247.44;387.698;69.9026;0.0312762;0.0947928;0.873931;0.473351;6182.27;0.874593;0;1.18858;1100.05;30373.5;911.059;35793.5;33.3387;196.654;1;55;23.5756;34.9;20.5;27.7;0;56; 
76.5606;2.00785;30054;0.097832;6315.6;390.197;67.7541;0.0300082;0.0952066;0.874785;0.474749;6314.22;0.873391;0;1.18903;1101.9;30558.5;918.853;36202.5;33.2572;197.252;1;55;23.5037;34.7;20.6;27.65;0;56; 
121.175;2.37695;37148;0.120924;6395.98;857.282;156.297;0.0632818;0.189211;0.747507;0.446616;6384.05;0.893388;0;1.15275;1358.58;36648.5;958.497;47929;38.2354;216.015;1;77;24.0367;34.7;21;27.85;0;89.9; 
114.7;2.34501;36907;0.12014;7327.6;729.448;100.735;0.037045;0.154138;0.808817;0.470151;7737.71;0.880991;0;1.15284;1153.44;37430.5;949.538;43246.5;39.4197;218.307;0;63;23.6409;33.8;20.8;27.3;0;90; 
86.5834;2.07903;31344;0.102031;5583.96;537.917;113.773;0.0547367;0.136039;0.809225;0.446037;5775.6;0.87753;0;1.17029;1476.44;30934.5;929.8;40667.5;33.2701;198.462;1;55;24.5193;35;19.4;27.2;0;70; 
87.6483;2.08351;31503;0.102549;5641.04;548.947;109.232;0.0520216;0.139609;0.808369;0.447172;5859.82;0.877291;0;1.17265;1488.44;31156.5;932.558;41263.5;33.4097;199.173;1;55;24.4664;34.9;19.5;27.2;0;70; 
61.3597;1.66928;26051;0.0848014;4672.92;270.364;34.8376;0.0209944;0.0946246;0.884381;0.437149;4077.67;0.88057;0;1.19203;1112.86;25582;829.234;29279;30.8502;180.477;1;28;22.8853;35;20.9;27.95;0;48.6; 
81.7248;2.06115;31080;0.101172;6011.75;515.014;83.5326;0.0379102;0.130548;0.831542;0.461187;6115.79;0.87635;0;1.18223;1658.72;30515.5;948.764;42366;32.1634;197.113;1;25;23.7281;34.2;19.6;26.9;0;65.5; 
81.1782;2.04307;31157;0.101423;6007.82;517.485;82.0693;0.0372626;0.131797;0.830941;0.460515;6091.91;0.876629;0;1.18366;1644.72;30598.5;947.595;42228;32.2907;197.381;1;25;23.694;34.6;19.5;27.05;0;65.5; 
91.8356;2.21636;34991;0.113903;6594.58;624.386;97.8573;0.0401229;0.143923;0.815955;0.457288;6524.82;0.884095;0;1.17424;1096.77;35024;922.116;39575.5;37.9822;211.173;1;44;24.9615;35.5;21.8;28.65;0;74.5; 
108.234;2.69394;42397;0.138011;10398.1;998.066;102.144;0.0266501;0.155835;0.817515;0.520781;12212.3;0.877652;0;1.17993;1794.85;41853.5;1128.01;58113;37.1038;230.845;0;23;24.675;35.3;19.5;27.4;0;83.8; 
